SCR,Realized_Delta_BOF
"tensor(576383.3137, dtype=torch.float64)",1296177.4629672924
"tensor(568288.9562, dtype=torch.float64)",1274573.3501617566
"tensor(565217.3397, dtype=torch.float64)",1273476.5993118486
"tensor(545617.0762, dtype=torch.float64)",1245205.9056211172
"tensor(555109.2933, dtype=torch.float64)",1268355.3380046422
"tensor(571145.8804, dtype=torch.float64)",1303671.3850439133
"tensor(579064.3967, dtype=torch.float64)",1329560.858408612
"tensor(553961.7901, dtype=torch.float64)",1303574.4153067227
"tensor(572994.7794, dtype=torch.float64)",1279325.4287046485
"tensor(565228.8387, dtype=torch.float64)",1300811.5708726633
"tensor(570792.9388, dtype=torch.float64)",1298070.847680048
"tensor(572505.8742, dtype=torch.float64)",1293995.1320112485
"tensor(574506.2474, dtype=torch.float64)",1283568.787761804
"tensor(562056.3225, dtype=torch.float64)",1278689.9172479564
"tensor(554226.7662, dtype=torch.float64)",1280936.743846824
"tensor(558607.3168, dtype=torch.float64)",1287320.1202339919
"tensor(552261.6660, dtype=torch.float64)",1297313.5123398106
"tensor(558762.6067, dtype=torch.float64)",1293244.582208373
"tensor(571705.5296, dtype=torch.float64)",1285962.688968231
"tensor(570989.5165, dtype=torch.float64)",1289067.4408015215
"tensor(555899.4643, dtype=torch.float64)",1305912.1474566984
"tensor(562756.3931, dtype=torch.float64)",1314486.2251653878
"tensor(563228.7095, dtype=torch.float64)",1345907.6927798532
"tensor(557307.7489, dtype=torch.float64)",1354927.6554445873
"tensor(560487.2861, dtype=torch.float64)",1307289.1850522854
"tensor(571691.2468, dtype=torch.float64)",1313282.5595413528
"tensor(562374.4476, dtype=torch.float64)",1300843.5478173771
"tensor(570194.2989, dtype=torch.float64)",1317495.0438976549
"tensor(564522.7509, dtype=torch.float64)",1286341.396399913
"tensor(576078.1702, dtype=torch.float64)",1292198.182025222
"tensor(555411.8301, dtype=torch.float64)",1283117.1420680408
"tensor(573202.7474, dtype=torch.float64)",1287082.7950878665
"tensor(578079.5189, dtype=torch.float64)",1304920.7577608419
"tensor(562765.9276, dtype=torch.float64)",1286846.5632319285
"tensor(550993.0535, dtype=torch.float64)",1282336.5113493437
"tensor(555318.2056, dtype=torch.float64)",1327140.1387828647
"tensor(551309.6315, dtype=torch.float64)",1302497.8412607107
"tensor(563580.5196, dtype=torch.float64)",1302523.2151184692
"tensor(578388.4620, dtype=torch.float64)",1303132.8745825905
"tensor(559897.5810, dtype=torch.float64)",1294611.31746083
"tensor(572845.2732, dtype=torch.float64)",1258568.6041913864
"tensor(563909.4653, dtype=torch.float64)",1252723.9419753123
"tensor(558387.4650, dtype=torch.float64)",1240472.4700805417
"tensor(560864.7571, dtype=torch.float64)",1267778.473473288
"tensor(561253.8783, dtype=torch.float64)",1309927.6548925857
"tensor(561012.1539, dtype=torch.float64)",1294294.0908506962
"tensor(559137.6776, dtype=torch.float64)",1316215.680537606
"tensor(578437.5540, dtype=torch.float64)",1310475.1811470015
"tensor(570676.2228, dtype=torch.float64)",1291673.1908917148
"tensor(541367.8164, dtype=torch.float64)",1277578.0957271187
"tensor(559503.8771, dtype=torch.float64)",1298991.5828275692
"tensor(559217.6372, dtype=torch.float64)",1291869.4581565626
"tensor(557232.7979, dtype=torch.float64)",1265909.4824121261
"tensor(574460.9499, dtype=torch.float64)",1269976.9037258564
"tensor(563521.3132, dtype=torch.float64)",1220685.10899462
"tensor(547112.6332, dtype=torch.float64)",1206225.1368880724
"tensor(561635.2254, dtype=torch.float64)",1215581.1631260207
"tensor(558307.1894, dtype=torch.float64)",1219899.1850641926
"tensor(570574.9270, dtype=torch.float64)",1206433.5178336597
"tensor(550899.3507, dtype=torch.float64)",1196703.7393425456
"tensor(567703.6200, dtype=torch.float64)",1192797.1264316037
"tensor(535312.0027, dtype=torch.float64)",1215265.8098850788
"tensor(556949.5134, dtype=torch.float64)",1214654.2264992
"tensor(552601.1438, dtype=torch.float64)",1240956.7290808004
"tensor(549807.8618, dtype=torch.float64)",1241473.4875713778
"tensor(561950.3953, dtype=torch.float64)",1248065.1312559324
"tensor(544708.2429, dtype=torch.float64)",1281599.3957899997
"tensor(567443.6856, dtype=torch.float64)",1297924.1224573145
