SCR,Realized_Delta_BOF
"tensor(857566.3952, dtype=torch.float64)",1086148.602090838
"tensor(858689.4467, dtype=torch.float64)",1076368.9099823015
"tensor(859047.4724, dtype=torch.float64)",1072505.2264919046
"tensor(865330.7316, dtype=torch.float64)",1082834.3363997047
"tensor(866859.7507, dtype=torch.float64)",1076100.4977249894
"tensor(861830.9848, dtype=torch.float64)",1077235.777470575
"tensor(857972.7235, dtype=torch.float64)",1084080.4135986918
"tensor(865610.3686, dtype=torch.float64)",1087336.3009319652
"tensor(848188.9256, dtype=torch.float64)",1099372.395567028
"tensor(860475.5005, dtype=torch.float64)",1091725.183794477
"tensor(859267.2451, dtype=torch.float64)",1086375.3911026018
"tensor(858076.1093, dtype=torch.float64)",1082906.9136085017
"tensor(861535.2275, dtype=torch.float64)",1085856.134175308
"tensor(858221.8513, dtype=torch.float64)",1093502.2873337031
"tensor(852699.7209, dtype=torch.float64)",1087515.1983924254
"tensor(855588.0500, dtype=torch.float64)",1079992.8887659584
"tensor(858342.8964, dtype=torch.float64)",1076141.037993853
"tensor(850300.2026, dtype=torch.float64)",1065607.731129083
"tensor(854538.0442, dtype=torch.float64)",1074972.894878609
"tensor(859444.4379, dtype=torch.float64)",1075294.8329828132
"tensor(856385.0219, dtype=torch.float64)",1073989.460456198
"tensor(860393.6939, dtype=torch.float64)",1064258.6662533965
"tensor(854853.3114, dtype=torch.float64)",1057509.1002833908
"tensor(860313.7119, dtype=torch.float64)",1060260.0026052105
"tensor(866683.5098, dtype=torch.float64)",1062976.3183347473
"tensor(862417.9516, dtype=torch.float64)",1075383.0823635468
"tensor(863143.2456, dtype=torch.float64)",1079467.9726724087
"tensor(859302.4272, dtype=torch.float64)",1069051.805462111
"tensor(856508.1208, dtype=torch.float64)",1067857.387588181
"tensor(860254.3592, dtype=torch.float64)",1076845.4265828775
"tensor(851236.3508, dtype=torch.float64)",1062039.9087257036
"tensor(864228.7126, dtype=torch.float64)",1063181.744918341
"tensor(859818.9792, dtype=torch.float64)",1061301.6013099314
"tensor(854587.0502, dtype=torch.float64)",1079022.3631380827
"tensor(856774.5581, dtype=torch.float64)",1084095.5843931707
"tensor(859591.7923, dtype=torch.float64)",1082891.064561617
"tensor(859468.6826, dtype=torch.float64)",1085191.1371976447
"tensor(846260.4703, dtype=torch.float64)",1079803.7889469012
"tensor(865012.3390, dtype=torch.float64)",1072748.4749586338
"tensor(855133.8897, dtype=torch.float64)",1066354.9000326123
"tensor(858186.4025, dtype=torch.float64)",1071438.688996795
"tensor(856923.2566, dtype=torch.float64)",1071678.8433331994
"tensor(858881.4996, dtype=torch.float64)",1083936.5223621053
"tensor(863996.1292, dtype=torch.float64)",1084352.087247446
"tensor(853360.2333, dtype=torch.float64)",1095231.7480743004
"tensor(863298.2891, dtype=torch.float64)",1090754.7338950294
"tensor(867657.6267, dtype=torch.float64)",1085734.8978896067
"tensor(858563.1975, dtype=torch.float64)",1072967.2392673506
"tensor(853424.3870, dtype=torch.float64)",1094856.183143983
"tensor(855159.7580, dtype=torch.float64)",1066377.038656191
"tensor(863827.7095, dtype=torch.float64)",1070458.916082668
"tensor(857062.7710, dtype=torch.float64)",1075461.5914152784
"tensor(855092.3794, dtype=torch.float64)",1071578.0750447095
"tensor(856229.1434, dtype=torch.float64)",1086299.395800527
"tensor(862762.3000, dtype=torch.float64)",1080519.0833696257
"tensor(869984.1034, dtype=torch.float64)",1082751.5123708723
"tensor(854829.3527, dtype=torch.float64)",1071327.6546382108
"tensor(858412.7561, dtype=torch.float64)",1066530.7245922296
"tensor(851846.3870, dtype=torch.float64)",1067964.614296472
"tensor(859398.1343, dtype=torch.float64)",1072450.4338492604
"tensor(862836.1166, dtype=torch.float64)",1078689.4007691895
"tensor(866595.4647, dtype=torch.float64)",1071894.3884586066
"tensor(855588.9821, dtype=torch.float64)",1080911.0340036931
"tensor(856876.5297, dtype=torch.float64)",1084999.5807509208
"tensor(863063.6624, dtype=torch.float64)",1115359.3420257843
"tensor(861114.8945, dtype=torch.float64)",1137895.633811446
"tensor(853213.3151, dtype=torch.float64)",1141828.7886855039
"tensor(856844.1738, dtype=torch.float64)",1206575.9703439465
"tensor(875188.3985, dtype=torch.float64)",1198417.7150722933
"tensor(851751.6509, dtype=torch.float64)",1169408.6881201542
"tensor(857082.9072, dtype=torch.float64)",1225462.321724892
"tensor(855763.8500, dtype=torch.float64)",1179066.3572886018
"tensor(844148.0105, dtype=torch.float64)",1198424.1372069544
"tensor(824518.4201, dtype=torch.float64)",1223709.6740111872
"tensor(833629.5307, dtype=torch.float64)",1356466.7475899619
"tensor(827694.1745, dtype=torch.float64)",1313179.3937821174
"tensor(823803.1307, dtype=torch.float64)",1374930.7903298868
"tensor(819337.8495, dtype=torch.float64)",1505263.6854065394
"tensor(818087.5399, dtype=torch.float64)",1427514.3570771927
"tensor(815833.6223, dtype=torch.float64)",1591142.1780507334
"tensor(820730.7882, dtype=torch.float64)",1515928.7497646927
"tensor(815993.8473, dtype=torch.float64)",1581442.2877252372
"tensor(819449.8340, dtype=torch.float64)",1551021.2311010798
"tensor(809135.2885, dtype=torch.float64)",1573671.8574759422
"tensor(806795.4975, dtype=torch.float64)",1630937.0948280103
"tensor(814554.1345, dtype=torch.float64)",1508919.1943629812
"tensor(820559.6168, dtype=torch.float64)",1473196.5143440892
"tensor(814927.6401, dtype=torch.float64)",1421869.0737832945
"tensor(805432.3392, dtype=torch.float64)",1475152.2329777
"tensor(818315.2287, dtype=torch.float64)",1453776.3214308629
"tensor(816471.3703, dtype=torch.float64)",1462523.041460535
"tensor(804129.9056, dtype=torch.float64)",1516551.258033179
"tensor(815801.3609, dtype=torch.float64)",1490418.9996485114
"tensor(808845.3084, dtype=torch.float64)",1517484.1105840998
"tensor(808631.8341, dtype=torch.float64)",1439838.4228370066
"tensor(820352.5913, dtype=torch.float64)",1437568.3619560942
"tensor(816558.7011, dtype=torch.float64)",1409209.3254757496
"tensor(817153.3711, dtype=torch.float64)",1404836.1066622504
"tensor(815496.6430, dtype=torch.float64)",1379863.950820409
"tensor(814941.9963, dtype=torch.float64)",1407579.0500764214
"tensor(810697.4042, dtype=torch.float64)",1390365.4418428282
"tensor(812089.8006, dtype=torch.float64)",1371550.4574667937
"tensor(806624.5637, dtype=torch.float64)",1391151.247451411
"tensor(806504.7539, dtype=torch.float64)",1423865.876902969
"tensor(817431.0353, dtype=torch.float64)",1376769.7248751202
"tensor(812573.2878, dtype=torch.float64)",1382886.1067164
"tensor(815850.8064, dtype=torch.float64)",1368161.3802707382
"tensor(819214.6723, dtype=torch.float64)",1355056.1856983213
"tensor(807486.3824, dtype=torch.float64)",1354332.700841745
"tensor(819449.0737, dtype=torch.float64)",1324137.789811208
"tensor(820108.7567, dtype=torch.float64)",1346963.0716379306
"tensor(815485.6079, dtype=torch.float64)",1382212.8421459906
"tensor(818128.2423, dtype=torch.float64)",1355814.500104496
"tensor(823242.1001, dtype=torch.float64)",1357949.5679211456
"tensor(816455.0355, dtype=torch.float64)",1335447.9410672926
"tensor(822838.7288, dtype=torch.float64)",1331489.3291263264
"tensor(814315.9707, dtype=torch.float64)",1329382.7566962126
"tensor(816984.4579, dtype=torch.float64)",1356237.7370189899
"tensor(822617.4401, dtype=torch.float64)",1365713.0152903413
"tensor(808167.8059, dtype=torch.float64)",1345833.3971363842
"tensor(817835.7459, dtype=torch.float64)",1326405.4475144718
"tensor(814657.2844, dtype=torch.float64)",1299608.2533592812
"tensor(804837.4426, dtype=torch.float64)",1329613.5690387976
"tensor(813301.3144, dtype=torch.float64)",1312212.6241741157
"tensor(814377.4497, dtype=torch.float64)",1307032.7697815534
"tensor(808863.0950, dtype=torch.float64)",1294716.2601076001
"tensor(819114.7313, dtype=torch.float64)",1302962.3947156905
"tensor(812435.8627, dtype=torch.float64)",1296980.004004835
"tensor(819756.2726, dtype=torch.float64)",1288985.794173097
"tensor(814959.7731, dtype=torch.float64)",1288649.6056817807
"tensor(819687.8116, dtype=torch.float64)",1301356.8240453545
"tensor(818684.9165, dtype=torch.float64)",1295572.2595004023
"tensor(817821.2777, dtype=torch.float64)",1293038.3758187718
"tensor(827095.6546, dtype=torch.float64)",1270210.1079135158
"tensor(820245.0628, dtype=torch.float64)",1287303.7474031323
"tensor(823653.1311, dtype=torch.float64)",1262233.8820054228
"tensor(814264.5647, dtype=torch.float64)",1250864.9070659862
"tensor(820739.4942, dtype=torch.float64)",1271424.813288254
"tensor(815895.4165, dtype=torch.float64)",1274668.341201806
"tensor(818606.3797, dtype=torch.float64)",1345224.876460843
"tensor(810594.9427, dtype=torch.float64)",1320830.8879676247
"tensor(822065.1945, dtype=torch.float64)",1326090.1394423367
"tensor(818618.5254, dtype=torch.float64)",1302191.3625484663
"tensor(819290.3236, dtype=torch.float64)",1302894.104088052
"tensor(828225.1662, dtype=torch.float64)",1302528.0745693822
"tensor(822715.0224, dtype=torch.float64)",1299107.1408994386
"tensor(825559.7090, dtype=torch.float64)",1315416.0715659563
"tensor(813495.8906, dtype=torch.float64)",1305388.7549115473
"tensor(817128.9721, dtype=torch.float64)",1338450.1238603012
"tensor(821607.9190, dtype=torch.float64)",1332772.1633553826
"tensor(813528.9165, dtype=torch.float64)",1346783.069866718
"tensor(819929.7412, dtype=torch.float64)",1349188.1143085402
"tensor(813797.1066, dtype=torch.float64)",1334286.9949997421
"tensor(817039.1554, dtype=torch.float64)",1334847.4850838582
"tensor(809949.5939, dtype=torch.float64)",1323288.218292921
"tensor(813589.3297, dtype=torch.float64)",1327687.5584281427
"tensor(802860.7217, dtype=torch.float64)",1317990.228406108
"tensor(823312.9747, dtype=torch.float64)",1337297.035703195
"tensor(819265.8021, dtype=torch.float64)",1336197.0176309573
"tensor(802161.8874, dtype=torch.float64)",1339431.9927853697
"tensor(818675.2754, dtype=torch.float64)",1337719.8640467243
"tensor(815361.0055, dtype=torch.float64)",1328982.387917283
"tensor(809245.1177, dtype=torch.float64)",1334784.9484837744
"tensor(818948.1921, dtype=torch.float64)",1326922.6605781424
"tensor(824333.3293, dtype=torch.float64)",1335248.5377139335
"tensor(815836.1505, dtype=torch.float64)",1331535.153367342
"tensor(816924.5311, dtype=torch.float64)",1316184.7290266156
"tensor(811785.6450, dtype=torch.float64)",1309693.6292356947
"tensor(827126.3088, dtype=torch.float64)",1297142.3097788806
"tensor(818567.3572, dtype=torch.float64)",1326519.561666423
"tensor(819322.4102, dtype=torch.float64)",1350220.029079079
"tensor(822205.9515, dtype=torch.float64)",1360130.589653613
"tensor(826236.5461, dtype=torch.float64)",1376574.5580746755
"tensor(811739.4987, dtype=torch.float64)",1368353.3433539488
"tensor(812979.0355, dtype=torch.float64)",1372698.7646271263
"tensor(818620.8733, dtype=torch.float64)",1378895.8804460915
"tensor(812424.4931, dtype=torch.float64)",1356794.7593698502
"tensor(808495.7113, dtype=torch.float64)",1345472.9306073994
"tensor(817703.2372, dtype=torch.float64)",1349758.9404671856
"tensor(821958.3454, dtype=torch.float64)",1352051.7811899153
"tensor(814858.9870, dtype=torch.float64)",1346567.7729982352
"tensor(812648.2338, dtype=torch.float64)",1349336.6697915443
"tensor(822776.6533, dtype=torch.float64)",1357292.682718827
"tensor(824349.9440, dtype=torch.float64)",1344686.363243295
"tensor(813287.3563, dtype=torch.float64)",1352950.2653321489
"tensor(828686.5215, dtype=torch.float64)",1357572.7980402086
