SCR,Realized_Delta_BOF
1000000.0,1131888.1284146414
1000000.0,1131610.271417159
1000000.0,1130569.0988102166
1000000.0,1129040.007189953
1000000.0,1120515.210098527
1000000.0,1108818.1250379018
1000000.0,1100043.713253526
1000000.0,1091750.1482311178
1000000.0,1086732.2680959436
1000000.0,1085536.1773828708
1000000.0,1086632.4072932445
1000000.0,1090668.7561949284
1000000.0,1093615.4023213368
"tensor(979676.3173, dtype=torch.float64)",1090627.4702817914
"tensor(998341.5785, dtype=torch.float64)",1087719.3324677872
"tensor(986392.6783, dtype=torch.float64)",1071406.3272001294
"tensor(985679.7586, dtype=torch.float64)",1058390.8329787208
"tensor(990986.7090, dtype=torch.float64)",1055015.5739225578
"tensor(981017.6311, dtype=torch.float64)",1052044.550973457
1000000.0,1058841.2232595375
"tensor(974983.5678, dtype=torch.float64)",1056127.9984607338
"tensor(988167.6613, dtype=torch.float64)",1053672.065963596
"tensor(985353.5273, dtype=torch.float64)",1057527.1153561475
"tensor(984798.3390, dtype=torch.float64)",1054230.3694491298
"tensor(996483.9332, dtype=torch.float64)",1053934.6575650985
"tensor(988611.9986, dtype=torch.float64)",1055578.941306396
"tensor(978608.3492, dtype=torch.float64)",1052867.5003001262
"tensor(983861.4709, dtype=torch.float64)",1049920.6703561917
"tensor(997628.2120, dtype=torch.float64)",1047924.3276339968
"tensor(982463.7815, dtype=torch.float64)",1049748.4795456768
"tensor(981828.1335, dtype=torch.float64)",1050622.750702469
"tensor(972831.9852, dtype=torch.float64)",1056481.2332432289
"tensor(967993.0112, dtype=torch.float64)",1054533.7364179853
1000000.0,1058676.3670364164
"tensor(991481.2858, dtype=torch.float64)",1063511.2257500915
"tensor(979304.6621, dtype=torch.float64)",1059975.125147242
"tensor(986579.2758, dtype=torch.float64)",1056927.9536982568
"tensor(986087.6113, dtype=torch.float64)",1053109.3911617552
"tensor(979888.3008, dtype=torch.float64)",1049570.1559386193
"tensor(983177.3172, dtype=torch.float64)",1052086.8482012863
"tensor(973540.4135, dtype=torch.float64)",1049810.0332143193
"tensor(995566.8064, dtype=torch.float64)",1044941.5843054639
"tensor(981868.8046, dtype=torch.float64)",1041795.1213529116
"tensor(983972.1665, dtype=torch.float64)",1038385.8563598032
"tensor(981878.4595, dtype=torch.float64)",1040489.0925909604
"tensor(977425.9423, dtype=torch.float64)",1041365.3820722724
"tensor(967449.9400, dtype=torch.float64)",1040530.1316491817
"tensor(988125.3887, dtype=torch.float64)",1043110.6520986917
"tensor(969756.8886, dtype=torch.float64)",1039680.8325779161
"tensor(987876.5999, dtype=torch.float64)",1038362.6299685276
"tensor(991216.6812, dtype=torch.float64)",1037875.0760520154
"tensor(972823.8814, dtype=torch.float64)",1037461.1212913665
"tensor(974052.2528, dtype=torch.float64)",1036137.6016368702
"tensor(956897.4016, dtype=torch.float64)",1034033.5423225994
"tensor(990646.3577, dtype=torch.float64)",1028067.8060961992
"tensor(971589.6031, dtype=torch.float64)",1030166.7276566819
"tensor(981170.1892, dtype=torch.float64)",1027433.3503571264
"tensor(965260.3487, dtype=torch.float64)",1029489.9940428428
"tensor(979743.0917, dtype=torch.float64)",1034221.4935561321
"tensor(988370.2430, dtype=torch.float64)",1036139.4401667754
"tensor(980779.6303, dtype=torch.float64)",1032672.1331530531
"tensor(960912.6686, dtype=torch.float64)",1029560.1024138135
"tensor(977726.0211, dtype=torch.float64)",1028400.7927669463
"tensor(968925.1012, dtype=torch.float64)",1026658.8980555951
"tensor(969191.5652, dtype=torch.float64)",1030060.7790663922
"tensor(963877.5062, dtype=torch.float64)",1033733.9667033609
"tensor(973861.9291, dtype=torch.float64)",1030887.8276824305
"tensor(971231.6861, dtype=torch.float64)",1030619.5266927726
"tensor(978419.3740, dtype=torch.float64)",1029021.0540901072
"tensor(988345.1230, dtype=torch.float64)",1030270.6467916394
"tensor(993710.4406, dtype=torch.float64)",1027066.3742852295
"tensor(994136.6129, dtype=torch.float64)",1030860.6413644055
"tensor(979950.5345, dtype=torch.float64)",1028018.5484360678
"tensor(977496.9704, dtype=torch.float64)",1029625.7653280265
"tensor(985709.2169, dtype=torch.float64)",1026486.6477702564
"tensor(959486.8130, dtype=torch.float64)",1026512.2599208674
"tensor(971808.1758, dtype=torch.float64)",1026362.9592946293
"tensor(971471.7053, dtype=torch.float64)",1026239.2332143002
"tensor(977535.9992, dtype=torch.float64)",1029881.036549896
"tensor(977744.7994, dtype=torch.float64)",1031112.3685243943
"tensor(956867.0380, dtype=torch.float64)",1025274.6301855338
"tensor(975740.6460, dtype=torch.float64)",1024682.8260879568
"tensor(964605.8206, dtype=torch.float64)",1020229.218803415
"tensor(976196.1960, dtype=torch.float64)",1023112.3306502261
"tensor(959180.8013, dtype=torch.float64)",1023436.204688172
"tensor(963636.0935, dtype=torch.float64)",1020474.8731725594
"tensor(963060.7712, dtype=torch.float64)",1022929.3264543746
"tensor(962076.4226, dtype=torch.float64)",1019703.1100970244
"tensor(927749.7026, dtype=torch.float64)",1017734.17432153
"tensor(924631.1211, dtype=torch.float64)",1019821.6605913955
"tensor(923152.8294, dtype=torch.float64)",1018131.4350491897
"tensor(899664.8224, dtype=torch.float64)",1019234.5132678307
"tensor(912777.4677, dtype=torch.float64)",1018801.746837724
"tensor(904576.6343, dtype=torch.float64)",1017612.171136852
"tensor(922837.0878, dtype=torch.float64)",1019017.8977407434
"tensor(919494.3125, dtype=torch.float64)",1016703.740992236
"tensor(911656.0526, dtype=torch.float64)",1019915.6775742379
"tensor(927063.8145, dtype=torch.float64)",1018190.2467532471
"tensor(942587.5374, dtype=torch.float64)",1019110.6658287103
"tensor(933445.8059, dtype=torch.float64)",1017685.2139443788
"tensor(917183.6244, dtype=torch.float64)",1017628.5554129191
"tensor(907082.2690, dtype=torch.float64)",1016995.0036683546
"tensor(915233.5423, dtype=torch.float64)",1018665.5205832258
"tensor(949516.5538, dtype=torch.float64)",1019115.6688188909
"tensor(924132.5834, dtype=torch.float64)",1017954.5454340068
"tensor(914542.4139, dtype=torch.float64)",1021322.6980059223
"tensor(927395.5925, dtype=torch.float64)",1023840.3493039749
"tensor(905479.9394, dtype=torch.float64)",1022037.1860267046
"tensor(911101.5657, dtype=torch.float64)",1020937.1379849486
"tensor(913249.5755, dtype=torch.float64)",1021466.8316008182
"tensor(913977.2781, dtype=torch.float64)",1024070.455241848
"tensor(923074.3417, dtype=torch.float64)",1025584.9488000228
"tensor(912156.1021, dtype=torch.float64)",1028177.3629441167
"tensor(924567.8988, dtype=torch.float64)",1024662.9635367554
"tensor(918105.0133, dtype=torch.float64)",1022729.5191070724
"tensor(918978.2207, dtype=torch.float64)",1021902.8369179774
"tensor(894977.4061, dtype=torch.float64)",1019822.9397153449
"tensor(922057.0249, dtype=torch.float64)",1016686.6206863088
"tensor(934122.9559, dtype=torch.float64)",1023427.7318429394
"tensor(906222.9870, dtype=torch.float64)",1026422.8287697968
"tensor(916652.7552, dtype=torch.float64)",1024045.57582751
"tensor(931734.3670, dtype=torch.float64)",1022743.8330717344
"tensor(926494.0520, dtype=torch.float64)",1019180.1797134541
"tensor(926174.6815, dtype=torch.float64)",1021024.8082371689
"tensor(931330.5029, dtype=torch.float64)",1023968.9244794652
"tensor(930181.0687, dtype=torch.float64)",1021199.9194684977
"tensor(902738.4201, dtype=torch.float64)",1023498.6644561169
"tensor(934470.4850, dtype=torch.float64)",1025432.7743301657
"tensor(929478.7686, dtype=torch.float64)",1024639.8295937093
"tensor(914007.1048, dtype=torch.float64)",1024699.8976842103
"tensor(904195.7298, dtype=torch.float64)",1024478.320233011
"tensor(927373.6120, dtype=torch.float64)",1028783.0516510699
"tensor(920619.9045, dtype=torch.float64)",1028672.0525557984
"tensor(906563.6488, dtype=torch.float64)",1027062.6033791504
"tensor(919442.8585, dtype=torch.float64)",1024245.5775234194
"tensor(932431.8664, dtype=torch.float64)",1021256.8648580014
"tensor(912607.6171, dtype=torch.float64)",1021679.2374829135
"tensor(913047.2990, dtype=torch.float64)",1019776.0815723586
"tensor(916269.0268, dtype=torch.float64)",1016307.9419995284
"tensor(905841.4727, dtype=torch.float64)",1016926.5033407666
"tensor(920942.4894, dtype=torch.float64)",1017737.7127731801
"tensor(914804.5293, dtype=torch.float64)",1016941.0827749856
"tensor(897562.8682, dtype=torch.float64)",1013822.7446455678
"tensor(899419.4540, dtype=torch.float64)",1009982.151120518
"tensor(897633.7644, dtype=torch.float64)",1007140.620826148
"tensor(905385.1696, dtype=torch.float64)",1005213.4077120558
"tensor(926511.6980, dtype=torch.float64)",1004793.4615804676
"tensor(916257.9973, dtype=torch.float64)",1005351.5896693119
"tensor(919025.2330, dtype=torch.float64)",1010230.2084923482
"tensor(912328.2508, dtype=torch.float64)",1013298.7078867133
"tensor(916750.7897, dtype=torch.float64)",1013239.2211204031
"tensor(926394.4470, dtype=torch.float64)",1012102.9834993464
"tensor(906957.9426, dtype=torch.float64)",1007560.8653981821
