Realized_Delta_BOF,SCR_Values
-97480.58124164445,-145531.99575987778
-101180.18487990985,-146191.78903883827
-101141.64848105446,-141750.28225127354
-102579.30688809126,-144167.89729877046
-99481.24585570325,-141581.02402573562
-104335.77744178858,-143362.70545315545
-100429.99751076067,-147757.94525378072
-99666.87698499812,-146614.92297579336
-94956.85100506723,-143666.75737648734
-97483.76180107193,-144346.72875077475
-97760.12262778915,-138492.57243810975
-93337.59013649286,-140749.75135519082
-96212.8018970869,-144554.49062997464
-99169.49036408646,-138983.47483462063
-93793.76703548175,-137708.8351408085
-93758.97903813375,-142435.6613527737
-94040.71041593316,-145847.0780988071
-93036.39421118854,-146387.62685306172
-91200.89663479535,-136453.5376788271
-86265.22710238572,-141908.01144905374
-86586.69814228278,-143057.1807956234
-85428.78133489285,-140625.0741695919
-82553.90649758978,-146839.47952672778
-81830.34822200215,-141759.49786105426
-84314.69528724335,-139143.40495257903
-84553.44767182297,-138103.3233143775
-84778.33322334872,-140627.30411419205
-90722.699486856,-140566.3194290456
-90542.94316405396,-137739.54737699882
-93062.81078370684,-141513.57562900218
-86748.67570491636,-142021.19190753368
-90143.26300068235,-143214.52372789386
-85945.47330943856,-141015.33873412505
-82306.94455116137,-148638.88561253296
-86738.83797022945,-140019.61783443764
-94474.43885645701,-143498.54706542188
-91967.59719493019,-134716.7626896357
-94095.38177474332,-145498.65145940566
-94676.87626861793,-139083.2063109633
-91365.18841874413,-144652.22763456104
-100418.15403281932,-145974.6748387758
-104949.14449863462,-141777.7168340344
-105767.45618323982,-142268.08756336852
-108972.99518925068,-142327.94966263216
-116093.24262529577,-144771.7837271722
-115092.9534581406,-138543.02217593568
-113544.97212280415,-144307.2928301788
-115375.81739144027,-140723.87534046316
-113153.30411545234,-141114.6456414205
-113737.16009855806,-140036.9801884269
-112306.23817888717,-141014.60485681842
-105425.47166747774,-141058.58473503895
-114038.42022008542,-144792.78485510257
-116550.2816279264,-143403.43783584688
-117390.29840819538,-142210.53875378967
-122597.67389937583,-142132.1089482437
-122675.64215944463,-139929.09658010182
-130225.73438737495,-146824.1464192076
-129008.12373106182,-147104.78683816877
-134260.09258229088,-142461.58000477136
-137405.99997593963,-140892.7697772674
-146058.05466198723,-144281.2252858606
